VIOLENT_CRIME_FLAG;REPORTING_AREA_ENCODED;OFFENSE_CODE_GROUP_ENCODED;DAY_OF_WEEK_ENCODED;COUNT_CRIMES_ENCODED
0;465;10;0;0
0;568;34;3;2
1;394;31;3;6
1;80;15;6;24
0;129;40;4;3
0;209;34;6;0
1;556;63;6;0
0;506;34;5;0
0;260;40;5;4
1;283;15;4;5
0;405;56;5;0
1;778;15;2;1
1;498;35;6;0
1;153;35;4;2
1;511;53;6;0
1;173;6;6;3
1;637;35;1;0
0;229;46;2;8
0;29;4;3;0
1;252;6;5;0
1;491;43;3;3
1;138;63;1;0
1;611;43;4;0
0;503;52;0;0
1;797;63;3;0
0;382;40;3;1
1;172;61;5;5
1;518;63;1;0
1;418;41;2;0
1;399;0;2;0
1;134;63;3;1
1;715;41;0;0
1;75;66;4;3
1;51;33;1;0
0;721;46;3;0
0;184;32;4;4
1;335;31;1;0
1;691;65;4;0
0;208;51;6;10
0;304;34;5;0
0;572;4;1;0
1;7;35;1;0
0;646;4;4;0
1;578;58;6;0
1;251;42;2;0
1;537;35;3;1
1;110;31;1;1
0;732;11;1;0
0;514;19;6;0
0;821;32;5;0
1;342;66;6;1
1;259;43;6;2
1;591;27;5;0
0;841;40;5;2
1;285;15;1;1
0;40;62;4;6
1;378;0;1;0
0;559;19;4;0
0;640;40;3;4
1;760;27;6;1
0;481;19;2;0
0;585;46;0;0
0;535;19;3;0
1;569;43;5;0
0;299;32;2;1
1;517;63;4;0
0;818;62;6;0
0;436;52;6;0
1;638;35;5;0
1;773;31;4;0
0;775;11;1;0
1;49;31;2;7
0;874;10;2;1
1;419;31;4;0
0;803;34;4;3
1;399;42;6;2
1;536;0;2;0
0;853;34;5;0
1;646;49;0;0
1;281;33;6;1
1;522;64;5;0
0;205;46;4;0
0;73;37;5;0
0;62;46;0;1
0;672;34;0;0
0;393;40;5;6
1;79;66;0;2
1;346;49;5;0
0;225;19;6;1
0;516;62;3;0
1;527;43;3;4
1;7;66;4;9
1;367;65;1;0
1;197;27;1;1
0;689;62;5;0
1;95;63;1;0
1;819;57;5;0
0;262;34;2;6
1;185;66;0;1
0;237;46;1;1
1;465;42;4;1
1;652;49;0;1
1;371;31;2;1
0;123;37;2;0
1;351;41;6;2
1;510;27;6;0
0;190;34;2;13
0;479;40;1;0
1;214;27;5;1
1;66;63;5;0
1;279;66;4;1
1;678;65;5;0
0;385;40;6;3
1;661;43;6;4
0;852;56;5;0
0;584;32;1;0
1;756;63;3;1
1;80;31;1;1
1;33;65;0;0
1;586;42;6;0
1;189;55;3;0
0;142;62;3;3
1;518;64;4;1
1;398;66;0;0
0;347;32;6;0
1;75;65;0;0
1;93;42;4;0
0;542;40;2;1
1;162;35;2;1
1;815;42;2;1
1;239;14;2;0
1;812;15;0;1
0;325;12;1;0
0;371;4;2;0
0;512;11;5;2
1;757;31;4;3
0;54;34;6;0
1;677;64;5;0
0;803;19;2;0
1;513;65;2;0
0;439;56;0;1
1;76;63;2;1
1;237;63;3;4
0;79;11;6;1
0;334;52;5;2
1;524;63;4;0
1;777;42;1;0
0;326;34;5;3
1;860;61;0;2
1;63;41;5;0
1;359;57;5;0
1;328;41;3;0
0;741;34;3;0
0;547;52;0;0
0;261;40;2;2
0;76;34;0;14
0;523;19;5;0
1;82;64;4;0
1;874;0;3;1
0;850;21;4;0
1;7;55;6;0
1;872;61;1;1
1;515;63;1;1
1;367;61;0;2
0;428;56;5;0
0;102;40;2;0
1;149;64;0;1
1;811;42;4;1
1;777;15;3;0
0;789;62;2;2
0;112;60;5;0
1;420;15;6;0
1;573;43;1;5
0;242;40;4;5
0;205;32;0;1
1;538;58;4;0
1;400;15;1;4
0;827;40;0;12
1;273;31;3;3
1;352;64;2;1
0;143;40;6;8
1;575;63;6;4
1;247;63;0;1
1;815;63;2;0
1;259;64;5;7
1;331;43;5;0
1;326;33;5;0
0;803;4;5;2
0;493;40;0;2
1;453;35;1;1
0;853;46;6;1
1;367;65;0;0
0;468;40;6;1
1;186;58;5;0
1;734;66;4;0
0;16;52;6;3
1;314;66;1;0
1;362;65;5;1
1;504;43;1;3
0;271;52;3;1
0;680;52;5;0
0;811;46;6;3
1;536;57;1;0
1;337;63;4;0
1;434;41;0;2
1;535;31;4;0
1;192;0;3;0
0;306;62;4;1
1;64;57;1;1
0;98;22;1;0
1;322;31;2;1
1;873;43;3;2
0;123;62;4;0
1;399;64;2;2
1;553;6;3;0
0;853;46;4;1
0;20;11;1;0
0;406;21;4;2
1;876;50;1;0
0;191;46;1;1
0;191;4;3;1
1;42;20;6;0
0;756;52;2;0
0;463;56;3;0
1;94;31;0;6
1;821;31;2;0
1;260;55;2;0
1;554;15;3;0
0;331;34;4;1
0;567;10;1;0
0;805;22;4;0
1;647;61;2;0
0;99;62;5;4
1;646;31;3;0
1;263;31;0;2
1;284;0;0;0
0;132;62;2;1
1;257;6;5;0
1;529;0;4;0
1;278;43;3;7
0;578;16;4;0
1;423;63;3;0
1;817;0;0;2
1;178;0;2;1
0;513;19;6;2
1;776;43;6;2
1;486;66;1;0
0;695;62;6;0
0;406;5;1;0
1;321;35;6;0
0;532;10;4;0
1;819;61;4;1
1;340;41;1;0
1;536;43;5;6
1;76;63;1;1
0;286;4;4;0
0;36;4;3;0
0;674;10;5;0
0;301;51;2;0
0;821;62;2;7
1;558;15;6;0
0;556;34;6;10
0;302;40;4;0
1;98;55;0;0
0;112;32;2;0
1;601;65;5;0
1;841;31;4;0
1;11;0;0;1
1;499;43;5;0
1;379;0;3;1
0;876;5;5;0
0;94;51;6;2
1;284;50;6;0
1;336;41;2;0
0;590;34;6;1
0;466;22;1;1
1;615;31;6;0
0;63;40;3;1
1;304;57;4;0
0;321;40;2;3
1;826;6;2;0
1;324;63;1;1
1;662;43;5;2
0;403;62;0;2
0;652;4;2;1
1;199;65;4;2
0;82;46;0;1
1;279;6;2;1
0;63;34;5;2
1;595;35;3;1
1;395;66;6;5
1;225;43;1;9
0;176;22;2;0
1;799;61;3;1
0;587;19;0;0
0;175;52;1;0
0;638;40;3;1
1;382;27;4;2
1;594;35;5;1
0;548;46;2;0
0;3;37;6;1
1;2;63;3;3
1;230;41;0;2
1;29;61;5;0
1;349;0;1;0
0;585;4;0;0
0;436;62;5;0
1;36;63;3;0
1;812;61;2;9
1;584;43;0;0
0;105;62;4;3
0;774;52;1;0
1;50;35;3;0
0;601;4;2;0
1;731;43;0;0
1;825;61;1;0
0;273;11;3;1
0;278;34;1;0
1;284;43;4;9
1;558;27;5;1
0;378;21;0;0
0;465;47;1;0
1;548;31;0;1
0;100;4;2;0
1;263;43;0;1
1;43;64;6;0
0;566;52;5;3
0;390;34;6;0
1;147;63;3;1
0;365;4;1;0
0;148;36;0;0
1;645;64;5;0
1;1;15;5;0
1;400;6;3;0
1;540;61;3;0
1;195;58;3;0
0;387;46;6;3
1;338;63;1;1
0;413;40;4;1
1;259;15;3;0
0;387;40;0;2
1;561;43;3;3
1;232;15;6;4
1;328;58;4;1
0;239;21;2;0
1;248;31;1;1
1;221;43;4;0
1;65;41;0;1
1;448;35;4;0
1;189;57;2;0
1;840;66;4;0
0;848;5;3;0
1;228;64;3;3
1;295;43;3;3
1;812;66;3;0
1;318;53;0;0
1;187;35;6;0
0;257;21;3;0
1;858;66;1;0
0;535;56;4;2
0;820;21;4;2
0;368;4;1;0
1;142;43;3;0
1;79;0;5;0
1;539;43;4;1
0;248;32;2;2
0;808;40;3;0
1;528;55;1;2
0;534;40;2;3
1;204;64;2;0
0;117;62;5;0
1;94;66;2;1
0;24;34;3;5
0;506;46;4;3
0;799;52;5;2
0;400;34;0;2
1;245;64;3;7
1;263;41;3;0
1;725;43;2;2
1;864;57;5;0
1;786;35;0;1
1;79;58;6;0
0;235;19;0;0
1;138;43;3;0
1;104;57;1;0
0;358;11;1;0
1;527;0;0;0
1;854;66;6;0
0;376;52;3;0
1;212;65;6;1
0;527;32;4;0
0;53;32;5;0
0;301;4;5;0
1;259;61;1;4
0;238;40;1;1
1;579;14;1;6
1;522;31;0;8
0;723;52;1;0
1;24;3;2;1
1;179;33;5;0
0;621;40;0;0
0;650;40;1;0
1;678;57;6;0
1;197;61;6;0
1;51;15;2;0
0;543;40;3;0
0;417;40;4;4
0;576;40;5;1
0;292;40;2;1
1;326;43;3;3
1;815;41;4;1
0;439;52;0;0
0;212;34;6;1
1;828;58;1;1
1;499;61;5;0
1;200;42;6;9
1;254;61;1;1
1;295;13;0;0
0;216;62;1;1
0;410;34;1;0
0;146;12;1;0
0;610;52;4;0
1;267;42;5;0
1;873;14;1;0
0;667;40;6;0
1;228;61;5;1
1;767;15;3;1
0;765;40;5;6
1;4;61;1;8
1;173;35;5;2
0;352;52;3;1
1;264;54;2;0
1;782;27;6;0
1;534;35;0;1
0;43;12;3;0
0;62;47;2;0
1;471;42;1;0
1;110;57;2;0
1;679;61;2;1
1;414;31;4;0
0;439;52;4;0
1;524;49;4;0
1;534;64;0;5
1;368;31;6;2
0;201;4;4;0
1;792;31;0;2
1;425;61;0;1
1;752;43;4;0
1;573;61;5;3
1;446;66;6;1
0;491;46;1;0
0;271;52;1;0
1;642;27;5;0
1;76;55;2;0
1;757;63;5;1
0;780;62;5;2
1;454;43;4;7
1;421;35;0;1
0;393;46;4;0
0;463;40;4;5
0;350;34;4;0
0;255;4;6;2
1;251;41;2;2
1;14;55;6;0
1;53;58;4;0
1;516;45;6;0
1;760;31;1;1
0;149;56;5;3
1;238;0;4;0
1;4;43;6;1
0;775;52;5;0
1;265;63;6;1
1;467;63;6;0
1;193;20;4;0
0;467;22;3;1
0;115;32;6;0
1;626;43;5;1
0;190;46;3;0
1;245;61;0;1
1;370;31;5;3
1;717;15;4;0
1;42;43;3;0
1;12;43;3;3
0;422;21;0;0
1;402;31;6;3
1;207;66;2;1
1;14;58;2;5
1;185;63;5;0
0;631;46;4;0
0;11;22;6;0
1;28;66;0;0
0;331;32;5;0
0;765;56;5;0
1;407;15;2;0
0;511;51;0;0
1;714;31;4;0
0;103;60;1;0
1;234;64;4;6
0;367;46;6;2
0;207;32;6;0
1;577;63;0;0
1;42;64;0;0
0;688;34;6;1
1;439;43;4;2
1;737;35;3;0
1;467;64;0;2
1;336;61;6;0
0;295;56;3;0
0;118;62;0;3
0;761;46;4;0
1;165;53;4;0
0;37;62;1;0
0;355;51;0;0
1;176;58;0;2
1;135;35;4;0
0;233;40;2;1
0;689;46;4;0
1;179;49;5;0
1;291;15;6;0
0;273;46;1;2
1;291;6;5;0
1;264;58;2;1
0;258;47;5;0
0;798;4;0;0
1;421;15;5;2
1;433;63;4;3
0;90;5;1;0
0;363;4;6;3
1;824;20;4;0
1;620;41;3;0
0;79;46;3;2
1;266;45;3;1
0;224;11;6;0
1;676;27;3;0
1;507;31;1;0
1;401;66;5;0
1;224;39;0;0
1;422;58;6;0
1;798;42;6;1
0;501;34;0;0
1;586;31;0;1
1;673;43;5;0
0;352;40;6;1
1;487;64;3;2
0;142;22;5;0
0;690;17;2;0
0;412;46;2;1
0;86;37;3;0
0;371;59;4;0
0;243;46;0;0
1;262;65;3;0
1;403;66;5;4
1;577;55;6;0
0;209;12;4;0
1;294;29;2;0
1;52;61;5;2
1;742;63;3;0
0;151;19;0;0
1;812;42;0;0
0;439;62;0;1
1;223;64;2;2
1;783;43;1;0
0;292;11;5;0
1;824;63;5;1
0;306;4;3;0
0;491;52;2;1
0;777;22;4;1
1;209;31;5;0
1;308;31;2;0
0;136;62;4;1
0;424;40;6;1
0;665;40;3;4
1;421;64;5;4
1;573;27;4;0
0;498;52;2;3
0;604;11;5;0
0;190;32;4;0
0;744;62;3;1
0;514;32;1;2
1;384;64;6;2
1;208;66;4;0
0;544;59;4;0
1;45;43;4;5
0;282;4;0;0
0;387;32;1;0
0;467;52;2;2
1;368;65;1;0
0;791;34;4;1
0;365;4;4;0
1;415;61;2;5
1;39;63;1;1
0;170;19;2;0
1;444;31;4;0
1;217;64;5;5
1;848;66;2;0
1;278;61;2;0
1;236;64;5;0
1;511;58;2;1
1;351;58;1;0
1;465;65;1;2
1;404;55;1;0
0;294;52;4;1
1;63;63;4;0
1;148;35;5;1
1;201;64;6;1
1;593;31;4;0
1;851;27;3;1
0;261;62;2;2
0;282;34;2;4
1;176;31;1;12
1;264;43;4;2
0;129;4;5;0
1;230;63;6;1
1;386;14;0;0
0;31;40;0;2
0;720;22;0;0
1;181;61;1;1
0;770;32;3;1
1;575;63;4;0
1;213;66;3;0
1;412;35;4;0
0;71;34;4;3
0;113;10;2;0
1;798;43;6;1
0;389;5;1;0
0;177;56;6;1
0;766;32;5;3
1;500;20;6;0
1;265;31;6;0
1;55;14;3;0
0;125;22;0;0
1;70;31;4;0
0;826;32;5;2
1;404;35;3;0
1;92;43;4;7
0;571;40;3;1
0;177;4;5;0
0;370;46;3;4
1;282;14;4;2
1;791;35;6;1
0;294;51;1;0
1;321;0;3;0
1;73;0;4;0
0;259;52;1;1
1;639;31;3;2
1;805;0;3;0
1;306;0;3;0
1;436;42;1;0
0;734;62;4;3
1;254;35;1;0
0;409;46;6;0
1;249;41;4;0
1;811;3;0;0
0;718;4;1;0
1;241;27;2;0
0;233;32;6;0
1;361;31;2;7
1;697;61;0;0
1;354;15;4;0
0;440;46;6;0
1;144;27;0;0
1;372;61;2;0
1;808;57;5;0
1;318;63;6;0
1;706;63;5;0
0;300;52;1;0
0;14;10;0;0
1;75;43;0;6
0;255;12;3;0
1;210;66;4;0
1;439;41;1;0
1;362;64;1;7
1;469;64;1;0
1;439;15;5;2
1;434;43;1;10
1;197;6;2;2
1;540;14;2;0
1;74;63;4;1
1;387;14;0;0
1;271;33;0;0
0;92;11;6;0
1;100;41;6;1
1;191;66;6;1
1;780;42;3;5
0;765;34;3;2
1;279;58;1;2
0;156;62;6;0
1;73;31;6;5
0;445;34;6;4
0;160;40;3;6
0;74;52;5;0
1;226;45;4;0
0;62;40;1;1
1;291;66;5;0
1;111;58;1;1
0;813;32;0;1
1;689;31;1;0
0;122;32;0;0
0;827;40;1;10
1;602;31;0;2
1;641;41;0;0
1;198;42;0;0
1;251;43;6;3
0;377;32;2;2
1;239;31;3;4
1;184;63;4;1
1;163;66;6;0
0;823;22;6;2
1;83;55;1;0
0;698;32;1;0
1;285;58;2;0
0;850;34;0;13
1;386;66;1;0
1;626;61;0;0
0;383;46;6;0
0;766;22;5;1
0;576;32;2;1
0;168;52;1;1
1;847;0;1;0
1;406;27;1;0
0;179;32;6;1
1;132;63;0;3
1;87;55;0;0
1;86;64;5;0
1;826;44;3;1
0;777;46;0;1
0;741;47;3;0
0;600;37;4;0
0;267;40;1;2
1;361;66;6;2
0;99;34;6;0
0;193;22;0;0
1;212;13;1;0
1;90;35;4;1
0;191;22;3;0
1;176;61;0;3
1;266;63;2;7
1;399;64;6;1
1;382;63;1;0
1;733;43;5;0
0;5;22;6;1
1;200;43;6;2
1;365;64;4;1
0;317;34;6;3
0;812;40;6;3
0;266;34;6;3
1;226;65;3;1
0;278;62;0;0
1;286;15;4;0
0;95;4;6;0
0;204;56;6;2
1;391;31;3;0
1;279;15;6;2
0;252;4;1;2
0;360;32;2;4
0;179;5;2;0
1;528;61;3;0
1;509;15;5;2
0;841;10;1;0
0;686;52;5;0
1;538;6;3;0
0;307;40;4;3
0;301;34;2;2
1;414;64;5;0
1;200;31;4;2
1;332;35;0;0
0;800;19;1;2
1;283;63;1;2
1;33;61;3;2
0;149;56;4;1
0;82;22;4;0
1;223;0;6;0
0;298;16;0;0
0;305;52;2;0
0;540;37;3;0
0;120;4;0;0
1;171;0;0;0
0;451;22;0;1
0;376;52;2;0
0;197;40;2;2
1;385;41;2;2
0;590;60;3;0
1;140;27;1;0
1;827;43;2;3
0;212;22;0;2
1;175;64;0;1
1;675;63;5;0
1;415;27;5;0
1;295;61;4;0
0;394;52;6;0
1;192;61;4;0
1;628;13;6;0
1;768;64;6;0
0;251;40;3;1
1;325;58;1;0
0;529;52;3;1
1;189;31;6;1
0;79;52;3;1
1;537;43;5;1
1;804;43;2;4
0;371;22;6;0
1;519;63;3;1
1;562;35;4;1
0;259;46;3;0
0;229;62;5;0
1;92;45;3;0
1;558;64;6;0
0;268;46;0;7
1;495;43;0;2
0;163;4;2;0
1;378;43;6;0
0;226;4;1;1
0;792;52;6;0
0;154;19;1;0
1;151;43;4;5
0;181;11;3;0
1;110;31;0;0
1;153;61;6;0
1;802;42;6;0
1;225;20;2;0
0;127;22;5;1
1;463;35;2;0
1;80;35;1;0
0;1;62;5;0
0;841;22;2;0
1;159;64;5;2
0;283;32;4;2
0;597;56;2;0
1;528;35;5;5
1;45;42;0;0
1;808;31;0;0
1;19;61;2;3
0;55;46;6;0
0;579;46;6;2
1;389;64;0;1
1;533;63;0;2
0;253;46;2;6
1;639;43;2;0
1;444;66;1;0
1;115;63;5;0
1;225;43;4;5
0;558;46;6;0
1;100;63;2;2
1;737;65;4;0
1;208;65;6;1
0;875;40;4;0
1;362;64;3;12
0;292;46;0;1
1;522;57;0;1
0;528;11;1;1
1;20;43;2;3
0;257;52;5;1
0;207;52;1;0
1;273;0;3;3
1;174;65;6;2
0;245;52;4;1
0;172;38;2;1
0;119;40;5;2
0;204;16;4;0
1;390;61;1;1
1;132;63;4;1
0;798;22;3;1
1;257;66;6;1
1;554;61;5;1
1;429;64;0;2
0;48;32;2;0
1;689;31;0;0
0;385;34;6;0
0;218;34;6;0
0;488;62;3;0
1;276;43;1;0
0;199;4;1;1
1;395;42;4;0
0;559;40;4;5
1;173;31;6;12
1;201;63;3;1
1;106;63;3;0
0;595;34;1;0
0;5;62;2;0
0;236;62;6;1
1;365;0;6;1
1;580;15;5;0
1;147;58;3;0
1;276;35;0;0
0;783;19;6;0
1;547;63;2;0
1;12;65;1;0
1;229;35;0;0
0;593;32;1;0
0;444;46;6;1
1;360;43;6;5
1;136;27;1;1
0;564;32;0;1
1;28;64;3;0
0;564;56;0;0
0;816;34;0;1
1;250;33;2;1
0;254;40;2;2
0;68;56;2;0
0;537;36;2;0
1;349;65;0;0
0;487;56;4;0
1;132;15;0;0
1;152;41;1;0
1;407;27;1;1
0;226;52;6;2
0;141;40;1;0
1;8;43;4;0
1;778;65;1;0
0;93;40;3;2
1;811;42;2;0
1;248;33;1;0
0;201;32;2;1
0;363;11;0;0
1;750;31;4;1
0;190;40;2;0
0;345;62;1;0
0;867;40;4;0
1;516;65;4;0
1;647;15;6;3
1;70;53;1;0
1;191;15;0;4
1;694;43;5;0
0;8;52;1;2
1;179;0;2;1
1;257;65;3;0
1;755;64;0;1
0;393;56;4;1
0;124;46;5;1
0;876;34;3;3
0;548;11;5;0
1;399;44;1;2
1;565;58;3;0
0;617;40;2;0
0;33;34;2;26
1;62;63;4;0
0;585;52;1;2
0;441;40;4;1
1;152;0;2;4
1;726;15;5;0
1;294;57;4;0
0;684;37;1;0
0;98;4;3;0
1;311;31;3;1
1;275;41;6;1
1;513;6;2;0
1;528;14;3;0
1;55;15;3;0
0;112;52;0;1
0;395;32;1;4
1;207;58;0;0
1;566;27;0;3
0;304;36;6;0
1;255;43;2;11
1;35;0;1;1
0;97;56;2;0
0;493;32;5;0
1;818;41;1;0
1;240;58;6;0
1;399;44;4;0
1;154;0;0;1
1;372;57;0;0
1;203;15;1;4
0;1;34;3;0
0;832;46;3;3
1;253;61;3;12
1;244;58;2;0
0;7;51;3;1
1;813;0;3;0
0;25;52;0;6
0;99;40;3;0
0;465;46;5;0
0;237;12;1;0
0;394;40;1;6
1;765;58;3;0
1;803;63;3;3
0;287;51;3;0
1;766;58;3;0
0;424;46;0;0
1;795;49;4;0
1;588;43;3;0
0;179;59;4;1
1;522;0;3;5
1;555;61;0;0
0;405;52;3;0
0;114;40;1;0
0;245;34;3;0
0;166;40;1;1
0;253;62;6;2
0;610;32;1;1
1;733;35;1;1
0;446;4;1;0
1;798;61;1;1
1;442;35;4;1
1;255;66;3;0
0;486;19;3;0
0;288;52;5;2
0;776;40;5;0
0;720;11;3;0
1;736;64;1;0
1;452;15;6;2
0;334;46;2;6
0;489;40;0;1
0;540;19;1;0
1;387;61;4;6
1;406;31;0;1
0;396;32;1;0
1;373;61;5;2
1;479;15;2;0
0;334;19;4;0
0;788;46;0;0
1;264;6;3;0
0;318;34;5;1
0;560;56;2;1
1;640;15;1;5
0;18;62;4;2
1;190;15;3;0
0;382;34;0;2
1;816;58;5;0
1;227;61;1;5
1;39;64;5;0
1;285;0;6;0
0;460;46;3;0
0;291;34;1;1
1;374;13;0;0
1;129;63;6;2
1;229;31;0;2
1;527;61;0;0
0;282;46;5;9
1;381;63;0;0
0;249;32;4;0
1;578;58;5;2
0;522;10;5;0
1;425;42;0;3
0;49;11;0;2
1;344;31;5;1
0;255;4;5;3
0;250;40;6;10
1;224;27;5;0
1;80;41;4;1
1;32;65;2;0
0;259;62;4;1
1;349;65;2;1
1;363;66;3;2
0;876;32;2;3
0;159;5;5;0
1;99;61;5;0
0;758;40;0;1
1;373;31;0;0
1;363;26;4;0
1;763;61;1;1
0;780;40;1;0
1;556;64;0;0
0;582;38;2;0
0;465;12;1;0
0;112;40;6;8
1;223;41;6;0
0;743;22;5;0
1;94;43;4;3
0;605;32;0;0
1;425;66;5;0
1;3;15;0;1
1;199;65;5;0
0;404;32;1;2
1;512;42;3;0
0;252;51;5;0
1;799;42;0;0
1;573;58;2;2
1;568;55;4;0
1;575;58;3;0
0;395;32;3;1
1;817;27;5;0
1;516;43;4;0
1;364;64;3;0
1;119;61;4;1
1;17;31;6;0
1;579;43;0;7
1;537;31;0;6
0;521;62;3;2
0;306;19;5;0
0;378;62;0;1
0;760;40;5;1
0;263;40;2;0
1;95;66;0;0
1;250;65;6;3
0;64;11;5;0
0;768;4;2;0
1;821;31;4;1
0;558;52;5;0
1;197;55;1;0
1;559;43;3;4
1;434;66;1;1
1;203;14;4;0
0;323;52;5;0
0;337;10;6;0
0;610;34;6;0
0;48;37;0;1
0;578;51;0;0
1;533;43;5;0
1;85;63;4;0
0;579;37;5;3
1;534;15;0;1
0;571;40;6;0
1;781;27;4;3
1;467;15;2;1
0;583;37;3;0
1;876;55;5;1
0;647;52;0;0
0;579;22;3;0
0;201;34;5;3
1;160;54;5;0
0;463;5;2;0
0;465;51;6;8
0;229;56;3;1
1;31;61;2;1
1;533;0;6;0
1;211;0;6;0
0;706;46;1;2
1;284;58;3;2
1;595;57;5;0
0;334;10;2;0
1;582;35;2;3
1;187;31;2;2
0;766;10;5;1
0;295;56;2;0
0;407;40;1;5
1;84;66;5;4
0;295;51;6;10
1;356;64;5;1
0;154;36;3;0
1;119;31;5;0
0;414;12;0;0
1;359;35;0;0
0;689;32;4;0
1;435;61;0;1
0;366;38;2;0
1;585;14;4;1
0;343;52;4;0
1;175;0;0;1
1;475;41;4;0
0;402;46;0;5
0;848;40;1;4
1;695;27;0;0
1;439;49;4;1
1;390;63;2;2
0;20;51;4;1
0;248;34;1;1
0;823;52;0;1
1;644;64;0;0
0;248;46;3;0
0;807;19;0;0
0;228;56;3;0
0;650;40;0;0
0;128;32;5;0
0;433;46;6;3
0;414;5;4;0
0;371;47;1;0
1;297;64;6;0
1;509;63;4;3
0;396;46;5;1
0;302;46;1;1
1;336;43;0;3
0;820;32;0;1
0;86;46;0;6
1;178;63;0;1
1;146;14;0;0
0;566;40;0;1
0;817;32;6;1
0;295;19;3;0
0;323;46;3;2
0;671;11;3;0
0;730;51;6;0
0;25;16;6;0
0;85;17;0;1
0;160;46;3;2
1;235;35;5;0
0;43;17;2;0
1;72;43;0;3
1;21;35;3;1
1;235;61;5;5
1;763;65;4;1
0;720;62;2;2
1;95;35;5;0
0;226;12;3;0
0;139;10;2;0
1;208;66;5;1
0;392;34;3;0
1;843;63;3;0
1;30;65;4;1
0;727;62;2;1
1;817;65;6;0
1;144;63;4;2
0;354;40;5;5
0;457;34;5;0
0;556;52;0;1
1;737;53;6;0
1;78;15;6;1
0;265;46;1;0
1;572;64;1;0
0;112;10;6;0
0;350;56;5;2
1;369;15;5;1
1;437;27;0;0
1;175;63;0;3
1;334;0;5;3
1;132;58;5;0
0;808;32;1;0
0;478;56;2;0
1;133;31;4;1
1;724;66;4;0
1;24;63;4;0
0;284;56;0;0
1;258;3;3;1
1;138;63;6;0
1;165;27;1;0
1;585;31;1;6
0;647;11;0;0
1;393;33;4;0
0;259;56;3;0
1;5;27;5;1
0;60;40;4;1
1;279;24;1;0
0;76;4;3;3
1;189;31;2;2
1;121;35;2;1
0;536;4;4;0
0;39;4;0;1
0;139;56;3;0
0;438;46;4;2
1;348;64;3;0
0;623;37;1;0
0;854;62;3;0
0;434;34;5;5
1;419;43;1;2
0;221;40;5;1
0;219;52;1;0
1;30;0;0;0
0;385;56;4;0
1;504;27;5;0
0;445;40;2;0
0;431;11;0;0
0;51;46;1;1
1;377;31;5;3
1;406;43;1;3
1;199;15;1;3
1;531;31;2;0
1;814;66;6;1
0;175;19;5;1
1;360;55;2;0
1;313;31;4;1
0;333;22;3;1
1;855;64;2;0
1;365;2;3;0
1;524;63;1;4
1;666;6;5;0
0;443;10;0;0
1;153;0;5;0
1;807;43;3;3
0;771;52;5;0
1;55;31;6;6
0;242;40;1;4
0;421;34;0;0
1;804;15;1;0
0;209;46;0;2
1;234;15;1;2
0;377;4;4;3
1;273;0;2;0
0;90;46;2;0
0;372;52;4;0
1;38;61;4;1
0;189;32;3;1
0;791;51;6;0
0;51;52;4;0
0;289;32;4;0
1;249;66;1;0
0;80;34;3;3
0;752;40;4;0
0;283;40;1;6
1;178;20;0;0
0;281;46;4;3
0;723;40;2;3
0;168;40;3;0
0;708;22;0;0
1;726;43;0;1
1;734;65;1;0
1;444;35;2;0
1;205;64;4;1
0;184;19;4;0
1;404;31;0;2
0;235;46;2;1
0;655;11;0;0
1;152;61;5;0
1;434;0;1;1
1;816;20;1;0
1;100;64;1;1
0;555;46;0;1
0;91;32;4;2
1;400;41;0;2
1;145;35;2;1
1;530;6;5;0
1;349;65;5;0
0;530;11;0;1
1;392;27;4;0
0;582;11;6;1
0;827;52;2;0
0;355;22;2;0
0;175;56;3;1
1;188;31;5;2
1;528;43;4;4
0;713;56;6;0
1;292;64;5;5
0;855;22;0;0
1;231;6;5;0
0;307;51;5;1
0;96;52;0;4
1;56;15;6;0
1;606;58;3;0
1;187;42;6;1
0;282;38;1;0
1;261;61;3;4
1;23;63;5;1
0;363;32;4;0
1;815;61;4;3
0;361;56;1;1
1;762;43;5;1
1;235;66;2;1
0;652;10;2;1
0;259;4;1;0
1;846;24;5;0
0;635;32;6;0
0;683;22;6;0
0;579;62;5;2
1;573;64;6;1
1;643;43;0;1
1;64;63;6;1
1;662;43;0;2
1;405;65;2;0
0;303;46;6;0
0;196;46;0;0
0;313;32;2;0
0;852;52;5;1
0;151;62;5;1
1;328;65;2;1
1;55;57;0;0
1;253;49;6;1
1;467;27;1;1
1;411;58;2;1
1;529;35;5;2
0;781;60;3;0
0;760;46;4;0
0;354;4;4;0
0;602;34;4;4
1;434;41;5;0
1;848;63;2;1
0;563;12;4;0
0;283;40;6;4
1;363;64;1;13
1;250;63;6;3
1;198;31;5;11
1;260;42;0;0
0;277;22;5;1
0;394;4;0;1
0;30;40;3;1
0;21;52;6;3
0;122;22;4;0
0;131;52;4;0
1;23;27;1;1
1;781;63;3;3
0;236;32;2;2
1;510;64;0;1
1;152;63;6;1
0;262;32;5;1
1;755;61;2;4
0;750;16;0;0
1;71;3;6;0
1;567;42;2;0
1;262;6;5;0
1;669;31;4;0
1;118;14;6;0
1;357;27;1;0
1;415;15;6;0
0;869;11;6;0
1;826;14;6;1
1;469;61;0;1
1;363;0;2;1
0;154;51;4;1
1;444;65;2;0
1;244;65;5;3
0;390;46;5;3
1;92;42;1;1
1;803;14;0;0
