OBJECTID,SEGMENT_ID,L_F_ADD,L_T_ADD,R_F_ADD,R_T_ADD,PRE_DIR,ST_NAME,ST_TYPE,SUF_DIR,MUN_L,MUN_R,CFCC,SPEEDLIMIT,ONEWAY,HEIGHT,WEIGHT,WIDTH,F_ZLEV,T_ZLEV,SHIELD,HWY_NUM,NBHD_L,NBHD_R,FT_COST,TF_COST,TF_DIR,FT_DIR,STATE00_L,STATE00_R,COUNTY00_L,COUNTY00_R,PLACE00_L,PLACE00_R,TRACT00_L,TRACT00_R,BLOCK00_L,BLOCK00_R,MCD00_L,MCD00_R,STREET_ID,SHAPElen
6026,7328,39,1,40,2,,Starr King,CT,,Boston,Boston,A41,15,,,,,0,0,,,Charlestown,Charlestown,0.1,0.1, , ,MA,MA,025,025,07000,07000,02129,02129, , ,07000,07000,5253,227.968512944784
6027,7329,,,,,,Starr King,CT,,Boston,Boston,A70,1,N,,,,0,0,,,Charlestown,Charlestown,0,0, , ,MA,MA, , , , ,02129,02129, , ,07000,07000,5253,141.210135276627
6028,7330,129,115,142,120,,State,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,0.04389056,-1, , ,MA,MA,025,025,07000,07000,02109,02109, , ,07000,07000,3975,96.559228682414
6029,7331,141,131,148,144,,State,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,0.03369798,-1, , ,MA,MA,025,025,07000,07000,02109,02109, , ,07000,07000,3975,74.1355472432913
6030,7332,169,143,170,150,,State,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,0.05794948,-1, , ,MA,MA,025,025,07000,07000,02109,02109, , ,07000,07000,3975,127.488853407513
6031,7333,2,14,1,21,,Station,ST,,Boston,Boston,A41,15,,,,,0,0,,,Roxbury,Roxbury,0.03,0.03, , ,MA,MA,025,025,07000,07000,02120,02120, , ,07000,07000,3976,55.2798842108745
6032,7334,20,44,19,45,,Stedman,ST,,Boston,Boston,A41,20,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.183,0.183, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,3978,320.197147414998
6033,7335,46,98,47,99,,Stedman,ST,,Boston,Boston,A41,15,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.336,0.336, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,3978,234.571834117675
6034,7338,2,18,1,19,,Stillman,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.13100947,-1, , ,MA,MA,025,025,07000,07000,02113,02113, , ,07000,07000,3983,230.576670058234
6035,7339,44,98,75,99,,Stillings,ST,,Boston,Boston,A41,15,,,,,0,0,,,South Boston,South Boston,0.065,0.065, , ,MA,MA,025,025,07000,07000,02210,02210, , ,07000,07000,3981,73.7295009183131
6036,7340,38,70,33,67,,Stimson,ST,,Boston,Boston,A31,25,,,,,0,0,,,West Roxbury,West Roxbury,0.163,0.163, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,3986,335.094363157417
6037,7341,140,156,141,157,,Stimson,ST,,Boston,Boston,A31,25,,,,,0,0,,,West Roxbury,West Roxbury,0.141,0.141, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,3986,303.781080989513
6038,7342,158,182,159,183,,Stimson,ST,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.135,0.135, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,3986,235.392550406909
6039,7343,184,190,185,193,,Stimson,ST,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.127,0.127, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,3986,216.411562235903
6040,7344,192,198,195,201,,Stimson,ST,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.125,0.125, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,3986,213.739375269296
6041,7345,200,214,203,215,,Stimson,ST,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.139,0.139, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,3986,242.142878489524
6042,7346,32,98,35,99,,Stimson,RD,,Boston,Boston,A41,15,,,,,0,0,,,West Roxbury,West Roxbury,0.103,0.103, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,3985,202.415996254023
6043,7347,2,30,1,33,,Stimson,RD,,Boston,Boston,A41,15,,,,,0,0,,,West Roxbury,West Roxbury,0.239,0.239, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,3985,303.301086866155
6044,7348,2,84,1,35,,Stock,ST,,Boston,Boston,A41,15,,,,,0,0,,,Dorchester,Dorchester,0.385,0.385, , ,MA,MA,025,025,07000,07000,02122,02122, , ,07000,07000,3987,486.244714710898
6045,7349,2,98,1,97,,Stockton,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.75,-1, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,3988,1312.07994765257
6046,7350,2,18,1,3,,Stockwell,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.123,0.123, , ,MA,MA,025,025,07000,07000,02120,02115, , ,07000,07000,3989,218.848976462311
6047,7352,2,24,1,25,,Stonehill,RD,,Boston,Boston,A41,20,,,,,0,0,,,Hyde Park,Hyde Park,0.179,0.179, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,3992,301.806846224181
6048,7353,40,54,55,55,,Stonehill,RD,,Boston,Boston,A41,20,,,,,0,0,,,Hyde Park,Hyde Park,0.094,0.094, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,3992,110.442792851076
6049,7355,270,278,271,279,,Summit,AVE,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.067,0.067, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,4022,127.401169963801
6050,7356,280,298,281,295,,Summit,AVE,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.158,0.158, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,4022,272.880971074235
6051,7357,300,314,297,311,,Summit,AVE,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.155,0.155, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,4022,270.409552599672
6052,7358,316,398,313,399,,Summit,AVE,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.26,0.26, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,4022,457.407591522939
6053,7359,44,56,51,57,,Summit,ST,,Boston,Boston,A31,25,,,,,0,0,,,Hyde Park,Hyde Park,0.1,0.1, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,4024,222.454040496314
6054,7360,66,70,65,67,,Summit,ST,,Boston,Boston,A31,25,,,,,0,0,,,Hyde Park,Hyde Park,0.016,0.016, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,4024,42.9707626529317
6055,7361,72,78,69,79,,Summit,ST,,Boston,Boston,A31,25,,,,,0,0,,,Hyde Park,Hyde Park,0.105,0.105, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,4024,225.193401813873
6056,7362,80,98,81,99,,Summit,ST,,Boston,Boston,A31,25,,,,,0,0,,,Hyde Park,Hyde Park,0.132,0.132, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,4024,288.258329417487
6057,7363,124,126,121,125,,Summit,ST,,Boston,Boston,A31,25,,,,,0,0,,,Hyde Park,Hyde Park,0.107,0.107, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,4024,61.3832398966115
6058,7364,128,132,127,141,,Summit,ST,,Boston,Boston,A31,25,,,,,0,0,,,Hyde Park,Hyde Park,0.107,0.107, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,4024,173.180116099931
6059,7365,134,198,143,199,,Summit,ST,,Boston,Boston,A31,25,,,,,0,0,,,Hyde Park,Hyde Park,0.186,0.186, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,4024,405.062322419101
6060,7366,176,198,177,199,,Townsend,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.096,0.096, , ,MA,MA,025,025,07000,07000,02119,02121, , ,07000,07000,4168,204.253063404328
6061,7367,2,4,1,3,,Tracton,AVE,,Boston,Boston,A41,15,,,,,0,0,,,Hyde Park,Hyde Park,0.134,0.134, , ,MA,MA,025,025,07000,07000,02126,02126, , ,07000,07000,4169,140.467691080767
6062,7368,2,30,1,27,,Train,ST,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.214,0.214, , ,MA,MA,025,025,07000,07000,02122,02122, , ,07000,07000,4170,376.722931501194
6063,7369,32,42,29,41,,Train,ST,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.115,0.115, , ,MA,MA,025,025,07000,07000,02122,02122, , ,07000,07000,4170,205.128499076002
6064,7370,44,50,43,49,,Train,ST,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.131,0.131, , ,MA,MA,025,025,07000,07000,02122,02122, , ,07000,07000,4170,218.168897666848
6065,7371,52,76,51,87,,Train,ST,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.127,0.127, , ,MA,MA,025,025,07000,07000,02122,02122, , ,07000,07000,4170,220.222705353584
6066,7372,78,94,89,93,,Train,ST,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.121,0.121, , ,MA,MA,025,025,07000,07000,02122,02122, , ,07000,07000,4170,216.413490961763
6067,7373,96,106,95,103,,Train,ST,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.085,0.085, , ,MA,MA,025,025,07000,07000,02122,02122, , ,07000,07000,4170,149.897429824428
6068,7374,56,98,57,99,,Stonehill,RD,,Boston,Boston,A41,20,,,,,0,0,,,Hyde Park,Hyde Park,0.135,0.135, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,3992,259.932172023145
6069,7375,2,16,1,15,,Stoneholm,ST,,Boston,Boston,A41,15,FT,,,,0,0,,,Boston,Boston,-1,0.25, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,3994,325.032960818401
6070,7377,32,98,37,99,,Stonehurst,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.175,-1, , ,MA,MA,025,025,07000,07000,02122,02122, , ,07000,07000,3995,300.622044654307
6071,7378,2,14,1,15,,Stone,TER,,Boston,Boston,A41,15,,,,,0,0,,,Dorchester,Dorchester,0.173,0.173, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,3990,215.879210735539
6072,7380,2,84,1,83,,Stonley,RD,,Boston,Boston,A41,15,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.322,0.322, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,3996,436.523353271389
6073,7381,1,3,2,2,,Storey,PL,,Boston,Boston,A41,15,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.232,0.232, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,3997,322.384591052759
6074,7382,2,66,1,67,,Story,ST,,Boston,Boston,A41,15,FT,,,,0,0,,,South Boston,South Boston,0.554,-1, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,4000,729.878471655254
6075,7384,76,98,71,99,,Stoughton,ST,,Boston,Boston,A31,25,,,,,0,0,,,Dorchester,Dorchester,0.119,0.119, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,4001,249.950015425449
6076,7385,100,108,101,115,,Stoughton,ST,,Boston,Boston,A31,25,,,,,0,0,,,Dorchester,Dorchester,0.065,0.065, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,4001,149.402287623871
6077,7386,110,126,117,127,,Stoughton,ST,,Boston,Boston,A31,25,,,,,0,0,,,Dorchester,Dorchester,0.089,0.089, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,4001,191.679054559655
6078,7389,2,20,1,15,,Stow,RD,,Boston,Boston,A41,15,,,,,0,0,,,Mattapan,Mattapan,0.245,0.245, , ,MA,MA,025,025,07000,07000,02126,02126, , ,07000,07000,4004,315.746200002046
6079,7390,22,98,17,99,,Stow,RD,,Boston,Boston,A41,15,,,,,0,0,,,Mattapan,Mattapan,0.29,0.29, , ,MA,MA,025,025,07000,07000,02126,02126, , ,07000,07000,4004,342.763876732717
6080,7391,9,1,10,2,,Stratford,ST,,Boston,Boston,A41,15,,,,,0,0,,,West Roxbury,West Roxbury,0.127,0.127, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,4005,144.572203855384
6081,7392,12,64,11,65,,Stratford,ST,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.407,0.407, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,4005,707.722857470614
6082,7393,66,98,67,77,,Stratford,ST,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.169,0.169, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,4005,293.752966801635
6083,7394,134,206,135,203,,Stratford,ST,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.588,0.588, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,4005,1019.67010287662
6084,7395,2,16,1,15,,Strathcona,RD,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.22,0.22, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,4006,405.379824850971
6085,7396,89,81,88,76,,Strathmore,RD,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.16671109,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,4007,293.411517540627
6086,7401,199,165,198,164,,Strathmore,RD,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.25138145,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,4007,442.431346893818
6087,7402,2,62,1,55,,Stratton,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Dorchester,Dorchester,-1,0.366, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,4008,812.338029303627
6088,7404,401,375,408,332,,Stuart,ST,,Boston,Boston,A31,35,FT,,,,0,0,S,9,Boston,Boston,0.20110172,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,4010,619.393287977053
6089,7405,431,403,432,410,,Stuart,ST,,Boston,Boston,A31,35,FT,,,,0,0,S,9,Boston,Boston,0.09867394,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,4010,303.915727023926
6090,7407,2,30,1,29,,Sturbridge,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Mattapan,Mattapan,0.233,-1, , ,MA,MA,025,025,07000,07000,02126,02126, , ,07000,07000,4012,409.545853410853
6091,7408,32,98,31,99,,Sturbridge,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Mattapan,Mattapan,0.243,-1, , ,MA,MA,025,025,07000,07000,02126,02126, , ,07000,07000,4012,427.277413725427
6092,7409,2,54,1,53,,Sturges,RD,,Boston,Boston,A41,15,,,,,0,0,,,West Roxbury,West Roxbury,0.459,0.459, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,4013,604.139994299472
6093,7412,2,50,1,41,,Sudan,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.41,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,4015,717.719707235562
6094,7413,52,98,43,99,,Sudan,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.244,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,4015,423.577783779201
6095,7414,63,61,62,58,,Sullivan,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Charlestown,Charlestown,-1,0.052, , ,MA,MA,025,025,07000,07000,02129,02129, , ,07000,07000,4016,91.9540931500462
6096,7415,69,65,70,64,,Sullivan,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Charlestown,Charlestown,-1,0.055, , ,MA,MA,025,025,07000,07000,02129,02129, , ,07000,07000,4016,93.8926491038921
6097,7419,2,24,1,25,,Summer,ST,,Boston,Boston,A71,5,N,,,,0,0,,,Boston,Boston,-1,-1, , ,MA,MA,025,025,07000,07000,02110,02111, , ,07000,07000,4019,284.044326680345
6098,7423,804,824,805,823,,Summer,ST,,Boston,Boston,A31,30,,,,,0,0,,,South Boston,South Boston,0.09,0.09, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,4019,253.651611521613
6099,7424,836,854,835,855,,Summer,ST,,Boston,Boston,A31,30,,,,,0,0,,,South Boston,South Boston,0.114,0.114, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,4019,300.098531482169
6100,7427,2,42,1,39,,Summer,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Hyde Park,Hyde Park,0.347,-1, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,4018,761.559557574941
6101,7428,44,54,41,49,,Summer,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Hyde Park,Hyde Park,0.139,-1, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,4018,303.011206089528
6102,7429,56,198,51,199,,Summer,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Hyde Park,Hyde Park,0.624,-1, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,4018,1359.09334467589
6103,7430,2,10,1,9,,Sumner,PARK,,Boston,Boston,A41,15,,,,,0,0,,,Dorchester,Dorchester,0.158,0.158, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,4026,201.430662141069
6104,7431,122,142,115,131,,Sumner,ST,,Boston,Boston,A41,20,,,,,0,0,,,East Boston,East Boston,0.11613125,0.11613125, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,4029,204.391008567964
6105,7432,144,158,133,159,,Sumner,ST,,Boston,Boston,A41,20,,,,,0,0,,,East Boston,East Boston,0.05479465,0.05479465, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,4029,96.4385872375569
6106,7433,160,176,161,181,,Sumner,ST,,Boston,Boston,A41,20,,,,,0,0,,,East Boston,East Boston,0.063,0.063, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,4029,114.38618277984
6107,7434,326,336,323,333,,Sumner,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,East Boston,East Boston,0.085,-1, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,4029,140.959663856454
6108,7435,390,406,385,403,,Sumner,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,East Boston,East Boston,0.105,-1, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,4029,186.738695779186
6109,7436,408,432,405,451,,Sumner,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,East Boston,East Boston,0.097,-1, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,4029,168.470580839578
6110,7437,520,524,497,499,,Sumner,ST,,Boston,Boston,A41,20,,,,,0,0,,,East Boston,East Boston,0.046,0.046, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,4029,91.4567271036743
6111,7447,2,12,1,11,,Sumner,TER,,Boston,Boston,A41,15,,,,,0,0,,,Dorchester,Dorchester,0.153,0.153, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,4031,209.696577902325
6112,7448,2,14,1,15,,Sumner,AVE,,Boston,Boston,A41,15,,,,,0,0,,,Roslindale,Roslindale,0.058,0.058, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,4025,206.979923018926
6113,7449,2,8,1,9,,Sumner,SQ,,Boston,Boston,A41,15,,,,,0,0,,,Dorchester,Dorchester,0.121,0.121, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,4028,181.916567762968
6114,7452,2,22,1,15,,Sunnyside,ST,,Boston,Boston,A41,20,,,,,0,0,,,Hyde Park,Hyde Park,0.192,0.192, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,4038,340.471607228126
6115,7453,24,24,17,17,,Sunnyside,ST,,Boston,Boston,A41,20,,,,,0,0,,,Hyde Park,Hyde Park,0.031,0.031, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,4038,56.7041474424901
6116,7454,50,60,49,59,,Sunnyside,ST,,Boston,Boston,A41,20,,,,,0,0,,,Hyde Park,Hyde Park,0.126,0.126, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,4038,217.957875371415
6117,7455,20,32,23,33,,Sunnyside,ST,,Boston,Boston,A41,20,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.17019182,0.17019182, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,4039,299.537602885449
6118,7456,2,18,1,23,,Sunset Hill,RD,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.263,0.263, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,4043,463.227646436268
6119,7457,20,98,25,99,,Sunset Hill,RD,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.727,0.727, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,4043,1270.19792497554
6120,7460,2,4,1,5,,Sunset,AVE,,Boston,Boston,A41,15,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.124,0.124, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,4040,169.693072840551
6121,7461,1,3,2,2,,Sunset,LN,,Boston,Boston,A41,15,,,,,0,0,,,Dorchester,Dorchester,0.19,0.19, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,4041,248.947341991902
6122,7462,2,36,1,37,,Supple,RD,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.326,0.326, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,4045,560.713651533379
6123,7463,2,32,1,31,,Surrey,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.219,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,4047,384.941906734759
6124,7464,34,40,33,41,,Surrey,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.153,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,4047,266.783346102624
6125,7465,42,78,43,83,,Surrey,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.261,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,4047,455.069607897932
6126,7466,2,14,1,13,,Surreyhill,LN,,Boston,Boston,A41,20,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.203,0.203, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,4048,350.806555420367
6127,7467,2,14,1,15,,Susanna,CT,,Boston,Boston,A41,15,,,,,0,0,,,Hyde Park,Hyde Park,0.199,0.199, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,4049,215.520024765728
6128,7468,14,22,17,29,,Sutherland,RD,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.188,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,4051,341.971287170313
6129,7469,24,78,31,77,,Sutherland,RD,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.218,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,4051,381.141493464575
6130,7473,2,42,1,43,,Swallow,ST,,Boston,Boston,A41,15,FT,,,,0,0,,,South Boston,South Boston,0.427,-1, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,4053,554.426502021811
6131,7474,2,14,1,15,,Swan,ST,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.214,-1, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,4056,378.146326050605
6132,7477,2,32,1,35,,Sycamore,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roslindale,Roslindale,0.118,-1, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,4060,200.512972872464
6133,7478,34,46,37,45,,Sycamore,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roslindale,Roslindale,0.12,-1, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,4060,219.420116251576
6134,7481,100,136,101,131,,Sycamore,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roslindale,Roslindale,0.292,-1, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,4060,508.185610639184
6135,7482,138,156,133,165,,Sycamore,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roslindale,Roslindale,0.138,-1, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,4060,239.366977702475
6136,7483,158,172,167,171,,Sycamore,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roslindale,Roslindale,0.12,-1, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,4060,217.337454407485
6137,7484,174,198,173,199,,Sycamore,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roslindale,Roslindale,0.258,-1, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,4060,447.395127350603
6138,7491,7,1,8,2,,Sylvia,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Jamaica Plain,Jamaica Plain,-1,0.158, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,4064,278.116980548256
6139,7496,61,47,52,40,,Tacoma,ST,,Boston,Boston,A31,25,,,,,0,0,,,Hyde Park,Hyde Park,0.115,0.115, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,4068,257.148041597451
6140,7497,83,63,82,54,,Tacoma,ST,,Boston,Boston,A31,25,,,,,0,0,,,Hyde Park,Hyde Park,0.162,0.162, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,4068,350.588324219594
6141,7498,199,85,298,84,,Tacoma,ST,,Boston,Boston,A31,25,,,,,0,0,,,Hyde Park,Hyde Park,0.146,0.146, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,4068,316.54704268031
6142,7501,2,20,1,19,,Tafthill,PARK,,Boston,Boston,A41,15,,,,,0,0,,,Roslindale,Roslindale,0.077,0.077, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,4070,130.586156574188
6143,7502,62,98,63,99,,Tafthill,TER,,Boston,Boston,A41,15,,,,,0,0,,,Roslindale,Roslindale,0.225,0.225, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,4071,140.91622008883
6144,7503,2,2,1,1,,Tai Tung,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,-1,0.102, , ,MA,MA,025,025,07000,07000,02111,02111, , ,07000,07000,4072,175.150032568362
6145,7504,100,112,103,111,,Talbot,AVE,,Boston,Boston,A31,25,,,,,0,0,,,Dorchester,Dorchester,0.05727365,0.05727365, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,4073,126.00203805336
6146,7505,226,256,227,257,,Talbot,AVE,,Boston,Boston,A31,25,,,,,0,0,,,Dorchester,Dorchester,0.14146152,0.14146152, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,4073,311.215337057071
