OBJECTID,SEGMENT_ID,L_F_ADD,L_T_ADD,R_F_ADD,R_T_ADD,PRE_DIR,ST_NAME,ST_TYPE,SUF_DIR,MUN_L,MUN_R,CFCC,SPEEDLIMIT,ONEWAY,HEIGHT,WEIGHT,WIDTH,F_ZLEV,T_ZLEV,SHIELD,HWY_NUM,NBHD_L,NBHD_R,FT_COST,TF_COST,TF_DIR,FT_DIR,STATE00_L,STATE00_R,COUNTY00_L,COUNTY00_R,PLACE00_L,PLACE00_R,TRACT00_L,TRACT00_R,BLOCK00_L,BLOCK00_R,MCD00_L,MCD00_R,STREET_ID,SHAPElen
16444,22922,,,249,267,,Columbus,AVE,,Boston,Boston,A35,35,FT,,,,1,0,S,28,Boston,Boston,0.06583184,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,954,202.762071143615
16445,27149,,,,,,Clarendon,ST,,Boston,Boston,A31,25,FT,,,,0,0,S,28,Boston,Boston,0.01377376,-1,,,MA,MA,025,025,07000,07000,02116,02116,,,07000,07000,890,30.3022712404407
16446,24625,,,318,282,,Columbus,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,28,Boston,Boston,0.19286451,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,954,594.022681803194
16447,22366,,,346,320,,Columbus,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,28,Boston,Boston,0.03100808,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,954,95.5048811132252
16448,25231,92,94,89,95,,Dartmouth,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.04604714,0.04604714, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,1147,101.303714918244
16449,17208,96,140,97,139,,Dartmouth,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.18597824,0.18597824, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,1147,409.152133536301
16450,27150,,,,,,Dartmouth,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.01348719,0.01348719,,,MA,MA,025,025,07000,07000,02116,02116,,,07000,07000,1147,29.6718282858486
16451,21279,,,269,343,,Columbus,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,28,Boston,Boston,0.2241055,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,954,690.084518579896
16452,22611,,,345,363,,Columbus,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,28,Boston,Boston,0.07888439,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,954,242.484791165737
16453,25234,1,1,2,2,,Yarmouth,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.05833698,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,4622,102.673088715611
16454,19311,,,366,348,,Columbus,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,28,Boston,Boston,0.07524799,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,954,229.1629263273
16455,27151,,,,,,Yarmouth,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.00984644,-1,,,MA,MA,025,025,07000,07000,02116,02116,,,07000,07000,4622,17.3297293900189
16456,15338,61,99,56,98,,Carleton,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.153,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,696,263.989921179145
16457,15173,1,9,2,8,,Yarmouth,PL,,Boston,Boston,A41,15,FT,,,,0,0,,,Boston,Boston,0.39198697,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,4621,517.422794145786
16458,25235,51,99,50,98,,Public Alley No. 543,,,Boston,Boston,A73,15,,,,,0,0,,,Boston,Boston,0.204,0.204, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,3416,268.763693405766
16459,27153,,,,,W,Canton,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.01025156,-1,,,MA,MA,025,025,07000,07000,02116,02116,,,07000,07000,691,18.0427462714115
16460,1353,41,59,38,54,,Carleton,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.16001974,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,696,281.634738894458
16461,13919,1,39,2,36,,Carleton,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.16239399,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,696,285.813419103764
16462,24584,,,34,8,,Braddock,PARK,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.19234856,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,510,338.533456940304
16463,15799,,,7,43,,Braddock,PARK,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.18144844,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,510,319.3492584604
16464,27152,33,31,34,30,,Yarmouth,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.05030609,-1,,,MA,MA,025,025,07000,07000,02116,02116,,,07000,07000,4622,88.5387232251433
16465,21571,,,635,725,,Huntington,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,9,Roxbury,Roxbury,0.44373665,-1, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,2139,1366.70888990704
16466,21091,,,609,633,,Huntington,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,9,Roxbury,Roxbury,0.21593535,-1, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,2139,665.080871272477
16467,1281,4,4,3,3,,Cahners,PL,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.00997832,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,662,17.5618495673895
16468,11207,12,34,11,33,,Stanhope,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.17401173,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,3965,306.260638240426
16469,16567,36,44,35,45,,Stanhope,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.14490706,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,3965,255.036418997399
16470,16556,2,2,1,1,,Cahners,PL,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.07990694,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,662,140.636218818981
16471,27155,2,10,1,9,,Stanhope,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.071576,-1,,,MA,MA,025,025,07000,07000,02116,02116,,,07000,07000,3965,125.973752910661
16472,20780,,,237,239,,Columbus,AVE,,Boston,Boston,A35,35,FT,,,,0,1,S,28,Boston,Boston,0.00548264,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,954,16.8865225980205
16473,19515,,,195,235,,Columbus,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,28,Boston,Boston,0.11375935,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,954,350.378793331281
16474,13718,185,133,198,134,,Clarendon,ST,,Boston,Boston,A31,25,FT,,,,0,0,S,28,Boston,Boston,0.08987531,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,890,197.725688324163
16475,27156,131,101,132,102,,Clarendon,ST,,Boston,Boston,A31,25,FT,,,,0,0,S,28,Boston,Boston,0.04968758,-1,,,MA,MA,025,025,07000,07000,02116,02116,,,07000,07000,890,109.312685363251
16476,12278,88,94,87,95,,White,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,East Boston,East Boston,0.1029484,-1, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,4468,181.18918199543
16477,12281,84,86,51,85,,White,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,East Boston,East Boston,0.30818102,-1, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,4468,542.398602147621
16478,16114,,,113,133,,Causeway,ST,,Boston,Boston,A35,25,FT,,,,0,0,,,Boston,Boston,0.09481566,-1, , ,MA,MA,025,025,07000,07000,02114,02114, , ,07000,07000,732,208.594442485429
16479,11694,753,701,760,702,,Boylston,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,0.17076966,-1, , ,MA,MA,025,025,07000,07000,02116,02199, , ,07000,07000,504,375.693253085968
16480,12479,240,242,241,243,,Southampton,ST,,Boston,Boston,A31,30,,,,,0,0,,,Roxbury,Roxbury,0.03562661,0.03562661, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3922,94.0542424003725
16481,15924,244,278,245,279,,Southampton,ST,,Boston,Boston,A31,30,,,,,0,0,,,Dorchester,Dorchester,0.13416718,0.13416718, , ,MA,MA,025,025,07000,07000,02127,02125, , ,07000,07000,3922,354.201351360247
16482,23859,,,,,,Southampton,ST,,Boston,Boston,A31,30,,,,,0,0,,,Dorchester,Dorchester,0.03261225,0.03261225, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,3922,86.096329120707
16483,23860,,,,,,Frontage,RD,,Boston,Boston,A30,25,FT,,,,0,0,,,South Boston,South Boston,0.06657476,-1, , ,MA,MA,025,025, , ,02127,02127, , ,07000,07000,1644,146.464473362789
16484,23861,,,,,,Southampton,ST,,Boston,Boston,A31,30,,,,,1,0,,,Dorchester,Dorchester,0.01649159,0.01649159, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,3922,43.5378082489944
16485,23857,,,,,,Southampton,ST,,Boston,Boston,A31,30,,,,,1,1,,,Dorchester,Dorchester,0.02875902,0.02875902, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,3922,75.9238102471581
16486,21957,280,298,281,299,,Southampton,ST,,Boston,Boston,A31,30,,,,,0,0,,,Dorchester,Dorchester,0.14507012,0.14507012, , ,MA,MA,025,025,07000,07000,02127,02125, , ,07000,07000,3922,380.561236065505
16487,22641,,,,,,Interstate 93,,S,Boston,Boston,A15,65,FT,,,,0,0,I,93,Dorchester,Dorchester,0.00460854,-1,S, ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,5472,26.3608585987848
16488,20739,,,,,,Interstate 93,,S,Boston,Boston,A15,65,FT,,,,0,0,I,93,Dorchester,Dorchester,0.18469341,-1, ,S,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,5472,1056.44631043639
16489,20247,,,,,,Interstate 93,,N,Boston,Boston,A15,65,FT,,,,0,0,I,93,South Boston,South Boston,0.03593526,-1,N, ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,5477,205.549684095602
16490,20537,,,,,,Southampton,ST,,Boston,Boston,A31,30,,,,,0,1,,,Dorchester,Dorchester,0.01995955,0.01995955, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,3922,52.6932228836093
16491,23853,,,,,,Frontage,RD,,Boston,Boston,A31,25,FT,,,,0,0,,,Dorchester,Dorchester,0.02098159,-1, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,1644,46.1594976877348
16492,21233,,,,,,Southampton,ST,,Boston,Boston,A31,30,,,,,1,1,,,Dorchester,Dorchester,0.02673165,0.02673165, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,3922,70.5715593524715
16493,19943,,,,,,RAMP - SOUTHAMPTON STREET TO F,,,Boston,Boston,A63,10,FT,,,,0,0,,,Dorchester,Dorchester,0.80359569,-1, , ,MA,MA,025,025, , ,02125,02125, , ,07000,07000,-1,707.164208342807
16494,21946,,,,,,Frontage,RD,,Boston,Boston,A31,25,FT,,,,0,0,,,Dorchester,Dorchester,0.1378887,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,1644,303.355143921614
16495,23858,,,,,,Frontage,RD,,Boston,Boston,A30,25,FT,,,,0,0,,,South Boston,South Boston,0.06011725,-1, , ,MA,MA,025,025, , ,02127,02127, , ,07000,07000,1644,132.257955567801
16496,20509,,,,,,Interstate 93,,N,Boston,Boston,A15,65,FT,,,,0,0,I,93,Dorchester,Dorchester,0.20749315,-1,N, ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,5477,1186.86084637753
16497,19910,,,,,,Allstate,RD,,Boston,Boston,A40,15,FT,,,,0,0,,,Dorchester,Dorchester,0.06440181,-1, , ,MA,MA,025,025, , ,02125,02125, , ,07000,07000,87,85.0103874415417
16498,20831,,,,,,Allstate,RD,,Boston,Boston,A45,15,FT,,,,0,0,,,Dorchester,Dorchester,0.17787296,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,87,230.956336195687
16499,21135,,,,,,Allstate,RD,,Boston,Boston,A60,3,FT,,,,0,0,,,Dorchester,Dorchester,0.2,-1, , ,MA,MA,025,025, , ,02125,02125, , ,07000,07000,87,57.4921600556908
16500,23223,,,,,,Allstate,RD,,Boston,Boston,A45,15,FT,,,,0,0,,,Dorchester,Dorchester,0.11219762,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,87,148.100856329503
16501,20629,,,,,,Allstate,RD,,Boston,Boston,A45,15,FT,,,,0,0,,,Dorchester,Dorchester,0.042,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,87,69.4105943829653
16502,21134,,,,,,Allstate,RD,,Boston,Boston,A45,15,FT,,,,0,0,,,Dorchester,Dorchester,0.03154986,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,87,41.6458123772983
16503,19640,,,,,,Allstate,RD,,Boston,Boston,A45,15,FT,,,,0,0,,,Dorchester,Dorchester,0.01854766,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,87,24.4829092725862
16504,23006,,,,,,Allstate,RD,,Boston,Boston,A45,15,FT,,,,0,0,,,Dorchester,Dorchester,0.03713353,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,87,49.0162605711626
16505,27157,,,,,,Allstate,RD,,Boston,Boston,A45,15,FT,,,,0,0,,,Dorchester,Dorchester,0.03919402,-1,,,MA,MA,025,025,07000,07000,02125,02125,,,07000,07000,87,51.7361103943089
16506,27158,,,,,,Allstate,RD,,Boston,Boston,A45,15,FT,,,,0,0,,,Dorchester,Dorchester,0.04661215,-1,,,MA,MA,025,025,07000,07000,02125,02125,,,07000,07000,87,61.5280368682483
16507,27159,,,,,,Allstate,RD,,Boston,Boston,A45,15,FT,,,,0,0,,,Dorchester,Dorchester,0.02810138,-1,,,MA,MA,025,025,07000,07000,02125,02125,,,07000,07000,87,37.0938150640435
16508,21337,,,,,,Allstate,RD,,Boston,Boston,A45,15,FT,,,,0,0,,,Dorchester,Dorchester,0.01766812,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,87,24.143021496422
16509,19955,,,,,,Allstate,RD,,Boston,Boston,A45,15,FT,,,,0,0,,,Dorchester,Dorchester,0.29949802,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,87,395.337382679479
16510,22144,,,,,,Allstate,RD,,Boston,Boston,A45,15,FT,,,,0,0,,,Dorchester,Dorchester,0.01802973,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,87,23.7992433572428
16511,19641,,,,,,Allstate,RD,,Boston,Boston,A45,15,FT,,,,0,0,,,Dorchester,Dorchester,0.0745158,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,87,98.3608541949491
16512,23222,,,,,,Allstate,RD,,Boston,Boston,A45,15,FT,,,,0,0,,,Dorchester,Dorchester,0.01697023,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,87,22.4007052261772
16513,20832,,,,,,Ramp,,,Boston,Boston,A63,20,FT,,,,0,0,,,Dorchester,Dorchester,0.33109771,-1, , ,MA,MA,025,025, , ,02125,02125, , ,07000,07000,-1,582.731965016103
16514,20245,,,,,,Allstate,RD,,Boston,Boston,A45,15,FT,,,,0,0,,,Dorchester,Dorchester,0.09,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,87,143.557304055773
16515,23850,,,,,,Frontage,RD,,Boston,Boston,A31,25,FT,,,,0,0,,,Dorchester,Dorchester,0.47242807,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,1644,1039.3417610006
16516,20089,,,,,,Frontage,RD,,Boston,Boston,A31,25,FT,,,,0,0,,,Dorchester,Dorchester,0.01387823,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,1644,30.5321040291862
16517,22952,,,,,,Frontage,RD,,Boston,Boston,A31,25,FT,,,,0,0,,,Dorchester,Dorchester,0.04284813,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,1644,94.2658840178679
16518,21133,,,,,,Allstate,RD,,Boston,Boston,A45,15,FT,,,,0,0,,,Dorchester,Dorchester,0.06111533,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,87,80.6722369439091
16519,5694,2,32,1,31,,Newmarket,SQ,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.2850157,0.2850157, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,2975,501.6276247026
16520,11750,54,56,57,63,E,Cottage,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.03912055,0.03912055, , ,MA,MA,025,025,07000,07000,02119,02125, , ,07000,07000,1033,86.0652070111734
16521,11751,58,98,65,99,E,Cottage,ST,,Boston,Boston,A31,25,,,,,0,0,,,Dorchester,Dorchester,0.29184887,0.29184887, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,1033,642.067509516186
16522,17733,,,,,,Blue Hill,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Dorchester,Dorchester,0.04108591,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,454,90.3890091512436
16523,17731,2,28,1,29,,Georgia,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.18293145,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,1693,321.959350893335
16524,17736,,,458,454,,Blue Hill,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Dorchester,Dorchester,0.04185438,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,454,92.0796358481352
16525,9437,,,476,460,,Blue Hill,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Dorchester,Dorchester,0.10518781,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,454,231.413185426904
16526,25626,,,,,,Georgia,ST,,Boston,Boston,A31,25,,,,,0,0,,,Dorchester,Dorchester,0.01908972,0.01908972, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,1693,41.9973869225315
16527,17729,7,1,2,2,,Cheney,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.09624925,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,829,169.398678029581
16528,25625,,,,,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Dorchester,Dorchester,0.02908064,0.02908064, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,4357,63.9773996155433
16529,17727,,,,,,Blue Hill,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Dorchester,Dorchester,0.06719772,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,454,147.83497916471
16530,12153,2,44,1,31,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Dorchester,Dorchester,0.18164121,0.18164121, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,4357,413.986836144597
16531,27160,,,,,,Washington,ST,,Boston,Boston,A35,25,FT,,,,0,0,,,Dorchester,Dorchester,0.0359316,-1,,,MA,MA,025,025,07000,07000,02121,02121,,,07000,07000,4357,79.0495175538109
16532,27161,,,,,,Washington,ST,,Boston,Boston,A35,25,FT,,,,0,0,,,Dorchester,Dorchester,0.03524215,-1,,,MA,MA,025,025,07000,07000,02121,02121,,,07000,07000,4357,77.5327306929421
16533,13722,,,494,478,,Blue Hill,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Dorchester,Dorchester,0.18368928,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,454,404.116425741592
16534,25624,,,,,,Castlegate,RD,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.02845922,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,726,50.0882287467661
16535,17722,,,511,515,,Blue Hill,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Dorchester,Dorchester,0.0389198,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,454,85.6235593345886
16536,14084,,,489,509,,Blue Hill,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Dorchester,Dorchester,0.16200694,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,454,356.415263516711
16537,15762,,,455,487,,Blue Hill,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Dorchester,Dorchester,0.15345585,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,454,337.602880974496
16538,26996,3,1,6,2,,Wayne,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.0852244,-1,,,MA,MA,025,025,07000,07000,02121,02121,,,07000,07000,4375,149.994952709021
16539,25623,,,,,,Supple,RD,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.02599074,0.02599074, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,4045,45.7437015547374
16540,17476,38,62,39,63,,Supple,RD,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.27127642,0.27127642, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,4045,477.446501970404
16541,17720,,,512,496,,Blue Hill,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Dorchester,Dorchester,0.11099563,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,454,244.533966371293
16542,17717,,,517,541,,Blue Hill,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Dorchester,Dorchester,0.11107624,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,454,244.367719697081
16543,17469,,,543,555,,Blue Hill,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Dorchester,Dorchester,0.12576223,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,454,253.954729547666
16544,17472,,,557,599,,Blue Hill,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Dorchester,Dorchester,0.09295994,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,454,196.531163189321
16545,26997,2,12,1,3,,Nazing,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Dorchester,0.102659,-1,,,MA,MA,025,025,07000,07000,02121,02121,,,07000,07000,2922,180.679847829295
16546,17477,,,534,514,,Blue Hill,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Dorchester,Dorchester,0.12201556,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,454,251.971854843268
16547,25548,,,,,,Pasadena,RD,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.02580921,0.02580921, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,3165,45.4242030000363
16548,17474,32,54,33,55,,Pasadena,RD,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.24245656,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,3165,426.723549146186
16549,5745,196,198,199,199,,Normandy,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.139,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,2999,239.575074979523
16550,5662,200,248,201,233,,Normandy,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.141,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,2999,248.015400923875
16551,14178,2,30,1,31,,Pasadena,RD,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.25394111,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,3165,446.936354721599
16552,13682,,,243,299,,Seaver,ST,,Boston,Boston,A35,35,FT,,,,0,0,S,28,Dorchester,Dorchester,0.24735229,-1, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,3802,754.402312249354
16553,9747,,,298,246,,Seaver,ST,,Boston,Boston,A35,35,FT,,,,0,0,S,28,Roxbury,Roxbury,0.22004979,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,3802,677.753357061165
16554,26998,,,316,300,,Seaver,ST,,Boston,Boston,A35,35,FT,,,,0,0,S,28,Dorchester,Dorchester,0.04622559,-1,,,MA,MA,025,025,07000,07000,02121,02121,,,07000,07000,3802,142.374810168571
16555,25542,,,,,,Maple,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.02085739,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,2600,36.7090012950578
16556,17295,,,207,241,,Seaver,ST,,Boston,Boston,A35,35,FT,,,,0,0,S,28,Dorchester,Dorchester,0.18003169,-1, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,3802,554.497613523731
16557,25541,,,,,,Elm Hill,AVE,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.019,0.019, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,1388,29.1603388727268
16558,17293,,,244,200,,Seaver,ST,,Boston,Boston,A35,35,FT,,,,0,0,S,28,Roxbury,Roxbury,0.1780729,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,3802,548.464518341768
16559,15361,,,117,205,,Seaver,ST,,Boston,Boston,A35,35,FT,,,,0,0,S,28,Dorchester,Dorchester,0.38215303,-1, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,3802,1177.03133229944
16560,25540,,,,,,Humboldt,AVE,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.01597356,0.01597356, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,2130,35.1418236353137
16561,14562,,,198,110,,Seaver,ST,,Boston,Boston,A35,35,FT,,,,0,0,S,28,Roxbury,Roxbury,0.38435871,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,3802,1183.82481269836
16562,17456,,,101,115,,Seaver,ST,,Boston,Boston,A35,35,FT,,,,0,0,S,28,Dorchester,Dorchester,0.10839965,-1, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,3802,333.870923323882
16563,17460,,,108,100,,Seaver,ST,,Boston,Boston,A35,35,FT,,,,0,0,S,28,Roxbury,Roxbury,0.10465441,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,3802,322.335582224746
16564,25539,,,,,,Park View,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.01948465,0.01948465, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,3142,34.292988823864
16565,17448,,,98,54,,Seaver,ST,,Boston,Boston,A35,35,FT,,,,0,0,S,28,Roxbury,Roxbury,0.19323463,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,3802,595.162652450446
